Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Vehicle Images
2024-07-21 10:25:00,10:25:00,CNR7543826447,Success,CID824893,eBike,Rajajinagar,Hosur Road,273,40,,,No,,460,Cash,26,3.2,3.6,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-02 18:59:00,18:59:00,CNR8085516918,Success,CID150442,Bike,Chamarajpet,Varthur,224,115,,,No,,2993,UPI,3,3.8,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-16 13:40:00,13:40:00,CNR4307100541,Success,CID393500,Prime Plus,Electronic City,Kammanahalli,203,145,,,No,,213,UPI,35,3.4,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-22 19:36:00,19:36:00,CNR4273860604,Success,CID386747,Prime Plus,KR Puram,Padmanabhanagar,280,75,,,Yes,Other Issue,418,Cash,39,3,4.5,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-18 18:55:00,18:55:00,CNR7614110078,Driver Not Found,CID616023,Prime Sedan,Kengeri,Shivajinagar,,,,,,,303,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-22 07:05:00,07:05:00,CNR8084000488,Canceled by Customer,CID352019,Prime SUV,Varthur,Malleshwaram,,,AC is Not working,,,,429,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-23 12:43:00,12:43:00,CNR8550874531,Success,CID317743,Prime Sedan,Hennur,Marathahalli,77,135,,,No,,450,UPI,34,4.3,4.4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-01 10:01:00,10:01:00,CNR2606622163,Canceled by Driver,CID463543,Auto,Ulsoor,Rajajinagar,,,,Customer was coughing/sick,,,193,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-05 10:20:00,10:20:00,CNR9862312091,Success,CID199640,Auto,Magadi Road,Peenya,182,110,,,No,,433,Cash,10,3.7,4.9,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-24 11:55:00,11:55:00,CNR5693062372,Canceled by Driver,CID100212,Auto,Mysore Road,Banashankari,,,,Customer related issue,,,102,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-01 06:08:00,06:08:00,CNR8180251607,Canceled by Driver,CID219981,Prime SUV,Malleshwaram,MG Road,,,,Customer related issue,,,269,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-28 20:40:00,20:40:00,CNR2307648286,Success,CID430181,Auto,Peenya,BTM Layout,217,70,,,No,,570,Cash,17,3.5,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-10 07:35:00,07:35:00,CNR6508002431,Success,CID898478,Mini,Ramamurthy Nagar,Basavanagudi,259,120,,,No,,954,Cash,39,4.6,3.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-07 06:58:00,06:58:00,CNR2431269886,Canceled by Customer,CID305914,Prime Plus,Cox Town,Bellandur,,,AC is Not working,,,,330,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-29 12:14:00,12:14:00,CNR2168721795,Driver Not Found,CID951411,Mini,Magadi Road,Magadi Road,,,,,,,885,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-13 16:00:00,16:00:00,CNR1329426411,Canceled by Driver,CID540446,Prime Sedan,Hebbal,Nagarbhavi,,,,Customer was coughing/sick,,,129,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-29 04:20:00,04:20:00,CNR4957341521,Success,CID284939,eBike,Peenya,Sarjapur Road,182,60,,,No,,462,UPI,30,3.3,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-25 21:16:00,21:16:00,CNR1596776920,Canceled by Customer,CID571625,Auto,Hennur,RT Nagar,,,Driver is not moving towards pickup location,,,,2149,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-29 14:52:00,14:52:00,CNR6871930034,Success,CID359692,Mini,Malleshwaram,Peenya,224,145,,,No,,285,UPI,8,3.3,4.4,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-25 02:31:00,02:31:00,CNR4724899594,Success,CID365330,Bike,Malleshwaram,Hulimavu,42,110,,,No,,496,Cash,45,3.5,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-23 02:36:00,02:36:00,CNR2721689822,Success,CID352439,Prime Sedan,BTM Layout,Peenya,273,25,,,No,,387,Cash,43,3.9,4,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-30 01:11:00,01:11:00,CNR2794524273,Success,CID530795,Bike,Rajarajeshwari Nagar,RT Nagar,35,135,,,No,,265,Cash,6,4.6,3.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-18 22:13:00,22:13:00,CNR9102369718,Success,CID613562,Prime Plus,Cox Town,Hulimavu,294,145,,,No,,327,Cash,28,4.9,3.9,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-12 01:04:00,01:04:00,CNR8041231117,Success,CID233959,Bike,KR Puram,Padmanabhanagar,301,135,,,No,,1993,Cash,41,4.2,4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-10 08:22:00,08:22:00,CNR7855770897,Success,CID610853,Mini,Malleshwaram,Chamarajpet,294,65,,,No,,102,Credit Card,22,4.2,3.1,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-24 04:38:00,04:38:00,CNR2211992135,Canceled by Driver,CID535617,Mini,Yeshwanthpur,Cox Town,,,,Personal & Car related issue,,,222,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-21 08:19:00,08:19:00,CNR2707263870,Success,CID397922,Auto,Jayanagar,Shivajinagar,189,100,,,No,,1088,Cash,14,4.3,3.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-28 17:21:00,17:21:00,CNR6209575082,Success,CID755730,Auto,Bellandur,Peenya,266,80,,,No,,207,Cash,19,3.6,4,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-03 17:11:00,17:11:00,CNR7099285123,Success,CID379512,eBike,Magadi Road,Electronic City,56,145,,,No,,211,Cash,24,4.8,4.8,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-13 19:06:00,19:06:00,CNR3872446898,Success,CID539259,Bike,Rajarajeshwari Nagar,Kadugodi,140,110,,,No,,382,Cash,31,3.5,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-07 15:52:00,15:52:00,CNR4728065804,Success,CID831500,Mini,Rajarajeshwari Nagar,Mysore Road,63,30,,,No,,228,Cash,49,4.5,4.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-28 07:29:00,07:29:00,CNR1164269556,Canceled by Customer,CID199011,Prime SUV,Kammanahalli,Nagarbhavi,,,Change of plans,,,,738,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-02 22:04:00,22:04:00,CNR6037728670,Success,CID938648,Prime Plus,Hulimavu,Electronic City,133,80,,,Yes,Customer Demand,485,Credit Card,42,4.4,3.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-15 14:16:00,14:16:00,CNR7220749604,Canceled by Customer,CID700810,Auto,Hennur,Tumkur Road,,,Change of plans,,,,2967,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-30 21:21:00,21:21:00,CNR5000569416,Canceled by Driver,CID433245,Auto,Hosur Road,Hosur Road,,,,Personal & Car related issue,,,406,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-28 09:24:00,09:24:00,CNR6772727518,Success,CID764583,Auto,Jayanagar,Ulsoor,70,130,,,No,,232,Cash,4,3.8,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-27 23:22:00,23:22:00,CNR1207990898,Canceled by Customer,CID349679,Auto,Kadugodi,Vijayanagar,,,Driver asked to cancel,,,,388,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-11 11:58:00,11:58:00,CNR6009030938,Success,CID286909,Prime Sedan,Sahakar Nagar,Vijayanagar,140,65,,,No,,360,UPI,1,3.4,3.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-17 03:24:00,03:24:00,CNR2427100602,Success,CID653323,eBike,Koramangala,JP Nagar,168,115,,,No,,554,Cash,23,3.1,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-29 23:35:00,23:35:00,CNR1971372435,Success,CID838844,Mini,Ulsoor,Padmanabhanagar,147,140,,,No,,455,Cash,43,3.2,4.6,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-23 20:36:00,20:36:00,CNR3530327266,Canceled by Driver,CID368988,Prime SUV,MG Road,Chickpet,,,,More than permitted people in there,,,112,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-04 14:47:00,14:47:00,CNR3247971981,Success,CID744808,Prime Plus,Hulimavu,Sarjapur Road,308,115,,,No,,160,UPI,45,4.4,3.7,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-12 16:27:00,16:27:00,CNR7309997907,Success,CID665945,Bike,Shivajinagar,Rajajinagar,301,60,,,No,,181,UPI,28,4.5,5,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-14 07:15:00,07:15:00,CNR3088504443,Success,CID847356,Bike,Frazer Town,Ramamurthy Nagar,70,85,,,No,,485,Cash,9,4.1,4.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-24 18:12:00,18:12:00,CNR9328290062,Success,CID691502,Prime Plus,Marathahalli,Magadi Road,210,115,,,Yes,Other Issue,455,Cash,24,3.5,3.4,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-19 09:22:00,09:22:00,CNR9942390651,Success,CID500367,eBike,Hennur,Kengeri,189,80,,,No,,201,UPI,19,3,4.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-28 14:39:00,14:39:00,CNR1714301575,Success,CID633896,Mini,Bellandur,Padmanabhanagar,259,40,,,No,,219,Cash,14,3.2,4.2,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 07:01:00,07:01:00,CNR7429255981,Canceled by Driver,CID937981,Auto,RT Nagar,MG Road,,,,More than permitted people in there,,,2811,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-03 01:18:00,01:18:00,CNR2832319604,Success,CID428527,Prime Sedan,Whitefield,Nagarbhavi,203,40,,,No,,1737,Cash,16,4.2,3.6,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-12 06:37:00,06:37:00,CNR8691915565,Driver Not Found,CID115915,Prime SUV,Hebbal,Shivajinagar,,,,,,,280,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-25 02:40:00,02:40:00,CNR5265822630,Success,CID983027,Bike,Chickpet,Yelahanka,189,75,,,No,,202,Cash,35,5,4.6,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-11 14:07:00,14:07:00,CNR7217393426,Success,CID235796,eBike,Shivajinagar,Richmond Town,301,100,,,No,,147,UPI,28,3.9,3.9,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-02 21:17:00,21:17:00,CNR8836466625,Success,CID244883,Auto,Kammanahalli,Peenya,287,95,,,No,,484,Cash,9,4.1,4.3,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-27 09:00:00,09:00:00,CNR8333262125,Success,CID528782,Mini,JP Nagar,Electronic City,112,70,,,No,,656,UPI,9,3.3,3.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-20 12:53:00,12:53:00,CNR8868592447,Driver Not Found,CID473433,eBike,Nagarbhavi,Hebbal,,,,,,,443,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-07 20:53:00,20:53:00,CNR9480062837,Success,CID164618,Mini,JP Nagar,Banashankari,189,130,,,No,,128,Cash,40,3.4,3.8,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-09 15:47:00,15:47:00,CNR8022166548,Success,CID188859,Bike,JP Nagar,Cox Town,238,60,,,Yes,Customer Demand,944,UPI,43,3.7,3.9,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-15 17:47:00,17:47:00,CNR7908869523,Canceled by Customer,CID613312,Prime Plus,Hulimavu,Yeshwanthpur,,,Driver is not moving towards pickup location,,,,207,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-26 08:44:00,08:44:00,CNR9511324266,Success,CID983366,Prime Sedan,BTM Layout,Bellandur,168,100,,,No,,993,Cash,44,4,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-08 03:13:00,03:13:00,CNR8571088370,Canceled by Customer,CID115085,eBike,Banashankari,Nagarbhavi,,,Change of plans,,,,400,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-19 16:58:00,16:58:00,CNR5734722840,Success,CID234903,Prime Sedan,Chamarajpet,Richmond Town,175,55,,,No,,100,Credit Card,21,3.5,3.7,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-20 03:56:00,03:56:00,CNR6836828799,Success,CID147940,Mini,Magadi Road,Sahakar Nagar,217,85,,,No,,727,Cash,10,5,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-01 13:39:00,13:39:00,CNR7668290644,Canceled by Driver,CID747371,Prime Sedan,Kadugodi,Langford Town,,,,Customer related issue,,,191,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-22 00:39:00,00:39:00,CNR4203343972,Success,CID408296,Mini,Ramamurthy Nagar,Majestic,175,45,,,No,,326,UPI,4,4.2,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-18 08:56:00,08:56:00,CNR3023330308,Canceled by Driver,CID315912,Prime Plus,Kadugodi,Koramangala,,,,More than permitted people in there,,,460,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-07 13:58:00,13:58:00,CNR3974837857,Success,CID456058,Prime Plus,Basavanagudi,Basavanagudi,287,35,,,No,,141,UPI,8,4.9,4.3,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-15 17:49:00,17:49:00,CNR2026344393,Success,CID830833,Mini,Ramamurthy Nagar,Shivajinagar,154,80,,,No,,203,UPI,37,4.8,4.9,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-10 09:53:00,09:53:00,CNR4712591465,Success,CID130937,Bike,Langford Town,Shivajinagar,49,85,,,No,,176,Cash,45,4.3,3.8,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-04 13:33:00,13:33:00,CNR4000759155,Success,CID637776,Auto,Mysore Road,Rajajinagar,196,55,,,No,,587,Cash,3,4.7,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-01 02:59:00,02:59:00,CNR8903046034,Success,CID236189,Prime SUV,Marathahalli,Malleshwaram,35,145,,,No,,935,UPI,25,4.7,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-17 05:29:00,05:29:00,CNR6411101820,Success,CID313190,Prime SUV,Malleshwaram,Hennur,112,140,,,No,,142,UPI,46,3.2,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-03 11:53:00,11:53:00,CNR7957755311,Canceled by Driver,CID309718,Prime Plus,Shantinagar,Cox Town,,,,Customer was coughing/sick,,,482,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-20 03:37:00,03:37:00,CNR7954881272,Canceled by Customer,CID341395,eBike,Bannerghatta Road,Rajajinagar,,,Driver is not moving towards pickup location,,,,437,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-04 18:30:00,18:30:00,CNR8671079806,Success,CID975398,Bike,Hennur,Malleshwaram,280,45,,,No,,154,UPI,25,3.9,4.4,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-10 03:25:00,03:25:00,CNR8320011425,Success,CID579123,Mini,Banashankari,Frazer Town,217,50,,,No,,265,Cash,21,3.9,4.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-23 11:23:00,11:23:00,CNR1203998565,Canceled by Driver,CID638655,Bike,Malleshwaram,Tumkur Road,,,,Customer related issue,,,172,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-20 18:09:00,18:09:00,CNR8833602867,Canceled by Driver,CID607308,Auto,Chamarajpet,Peenya,,,,Customer related issue,,,830,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-03 20:15:00,20:15:00,CNR2788124958,Canceled by Customer,CID166649,Prime Sedan,Mysore Road,Chickpet,,,Driver is not moving towards pickup location,,,,240,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-23 13:22:00,13:22:00,CNR6716850399,Success,CID165906,Auto,Ulsoor,Vijayanagar,182,145,,,No,,784,UPI,12,5,3.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-17 03:53:00,03:53:00,CNR6428328663,Canceled by Customer,CID324201,Prime Plus,Rajajinagar,Shivajinagar,,,AC is Not working,,,,1217,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-19 14:16:00,14:16:00,CNR1056767080,Driver Not Found,CID917640,Mini,Hulimavu,Yelahanka,,,,,,,207,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-20 19:17:00,19:17:00,CNR2370245738,Success,CID884303,Prime Plus,Malleshwaram,RT Nagar,252,105,,,Yes,Customer Demand,257,UPI,30,4.3,4.8,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-02 09:57:00,09:57:00,CNR4547559760,Canceled by Driver,CID657290,Prime Sedan,Malleshwaram,Vijayanagar,,,,More than permitted people in there,,,206,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-09 02:45:00,02:45:00,CNR6310714400,Success,CID539781,eBike,Kadugodi,Yeshwanthpur,301,130,,,No,,796,Cash,10,4.3,5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-08 10:30:00,10:30:00,CNR6105274093,Canceled by Driver,CID623435,Prime Plus,Padmanabhanagar,Langford Town,,,,Personal & Car related issue,,,457,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-20 13:31:00,13:31:00,CNR7451703994,Success,CID149469,Mini,Kadugodi,Hulimavu,217,55,,,No,,173,Cash,14,3.1,3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-26 08:08:00,08:08:00,CNR3120413950,Canceled by Customer,CID927990,Mini,JP Nagar,Koramangala,,,Change of plans,,,,425,,0,,,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-04 19:55:00,19:55:00,CNR7522146779,Canceled by Customer,CID178607,Prime Sedan,Ramamurthy Nagar,BTM Layout,,,Driver asked to cancel,,,,595,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-03 08:25:00,08:25:00,CNR4439223258,Success,CID437947,Prime SUV,Bannerghatta Road,Banashankari,301,60,,,No,,177,Cash,19,4.4,3.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-21 01:52:00,01:52:00,CNR1457402871,Success,CID162763,Auto,Ulsoor,Frazer Town,308,115,,,No,,426,Credit Card,7,4.1,3.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-07 09:08:00,09:08:00,CNR2591649281,Success,CID683852,Auto,Bannerghatta Road,Kammanahalli,154,110,,,No,,688,Cash,2,4.3,4.7,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-12 04:18:00,04:18:00,CNR9774315680,Success,CID164524,Auto,MG Road,Jayanagar,35,95,,,Yes,Vehicle Breakdown,233,UPI,18,3.3,4.6,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-12 14:20:00,14:20:00,CNR2802398614,Success,CID571425,Auto,Cox Town,Kengeri,91,95,,,No,,875,Cash,1,4.4,5,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-11 13:39:00,13:39:00,CNR5247985331,Success,CID423144,Prime Sedan,Sahakar Nagar,Sahakar Nagar,112,50,,,No,,296,Cash,48,3.6,3.3,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-21 06:29:00,06:29:00,CNR8135455283,Success,CID658915,Mini,Padmanabhanagar,Koramangala,42,35,,,No,,404,Cash,16,4.1,3.3,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-20 15:26:00,15:26:00,CNR7677192723,Success,CID304241,Prime Sedan,Koramangala,Bannerghatta Road,126,55,,,No,,317,Cash,40,4.4,3.2,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-29 13:04:00,13:04:00,CNR7065488439,Success,CID356448,Mini,JP Nagar,Langford Town,301,85,,,Yes,Customer Demand,444,UPI,38,3.3,3.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-29 05:37:00,05:37:00,CNR8836441798,Success,CID716357,Prime Sedan,Hosur Road,KR Puram,231,115,,,No,,231,UPI,33,4.8,3.5,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-19 18:45:00,18:45:00,CNR3635135175,Success,CID332311,Prime SUV,Chamarajpet,Malleshwaram,294,95,,,No,,472,UPI,31,4.4,3.4,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-13 02:39:00,02:39:00,CNR6401066711,Canceled by Driver,CID808083,Bike,Kammanahalli,Jayanagar,,,,Customer related issue,,,419,,0,,,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-05 23:02:00,23:02:00,CNR1314506717,Canceled by Driver,CID940201,Auto,Kammanahalli,Richmond Town,,,,Customer was coughing/sick,,,460,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-22 18:59:00,18:59:00,CNR3224679805,Canceled by Driver,CID597299,eBike,Rajarajeshwari Nagar,Vijayanagar,,,,Customer was coughing/sick,,,302,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-18 18:28:00,18:28:00,CNR7005837425,Success,CID177466,eBike,Devanahalli,Vijayanagar,189,50,,,No,,217,Cash,11,4.1,3.3,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-27 07:17:00,07:17:00,CNR1766772780,Success,CID585095,Prime Plus,Hulimavu,Electronic City,154,55,,,No,,219,Cash,4,3.8,4.6,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-13 10:37:00,10:37:00,CNR8482287782,Success,CID349768,Auto,Peenya,Banashankari,112,50,,,No,,357,Cash,1,4.9,4.2,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-17 13:28:00,13:28:00,CNR9810706460,Success,CID305901,eBike,Magadi Road,Whitefield,77,35,,,No,,165,Cash,22,4.9,3.7,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-02 21:34:00,21:34:00,CNR5954427010,Success,CID299588,Bike,Yeshwanthpur,Richmond Town,266,50,,,No,,549,UPI,6,3.8,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-06 11:04:00,11:04:00,CNR2858752608,Success,CID848033,Mini,Jayanagar,Kengeri,273,100,,,No,,706,Cash,26,4.6,4.7,https://cdn-icons-png.flaticon.com/128/3202/3202926.png
2024-07-22 21:47:00,21:47:00,CNR7521991887,Success,CID204825,Prime SUV,Sarjapur Road,Chickpet,294,105,,,Yes,Vehicle Breakdown,471,UPI,35,4.2,4.5,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-05 08:44:00,08:44:00,CNR8370509085,Success,CID856575,Bike,Chickpet,Malleshwaram,182,80,,,No,,560,Cash,15,3.1,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-13 00:01:00,00:01:00,CNR3354903198,Canceled by Customer,CID418399,Auto,Kengeri,JP Nagar,,,Driver is not moving towards pickup location,,,,142,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-20 03:44:00,03:44:00,CNR6345035666,Canceled by Customer,CID720182,Auto,Chamarajpet,Shivajinagar,,,Wrong Address,,,,446,,0,,,https://cdn-icons-png.flaticon.com/128/16526/16526595.png
2024-07-09 23:55:00,23:55:00,CNR3090115123,Canceled by Driver,CID440598,eBike,Whitefield,Malleshwaram,,,,More than permitted people in there,,,775,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-27 16:13:00,16:13:00,CNR8120852661,Driver Not Found,CID895215,Prime Sedan,Basavanagudi,Hebbal,,,,,,,158,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-20 21:46:00,21:46:00,CNR2183273165,Canceled by Customer,CID367589,Prime Plus,Koramangala,Marathahalli,,,AC is Not working,,,,779,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-30 19:45:00,19:45:00,CNR1258631716,Success,CID197505,eBike,Varthur,Hennur,231,95,,,Yes,Customer Demand,307,Cash,28,4.8,4.5,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-21 08:37:00,08:37:00,CNR4821930195,Success,CID915431,Prime Sedan,Chickpet,Nagarbhavi,217,145,,,No,,248,Cash,7,4.2,4.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-09 15:20:00,15:20:00,CNR6010618460,Success,CID548460,Prime SUV,Rajajinagar,Richmond Town,168,135,,,No,,540,UPI,41,4.5,4.7,https://cdn-icons-png.flaticon.com/128/9983/9983204.png
2024-07-16 22:14:00,22:14:00,CNR4474168769,Success,CID616215,eBike,RT Nagar,Jayanagar,231,65,,,No,,134,UPI,40,3.2,3.2,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-22 07:56:00,07:56:00,CNR3134915690,Canceled by Customer,CID719478,Prime Plus,Chickpet,Frazer Town,,,Change of plans,,,,400,,0,,,https://cdn-icons-png.flaticon.com/128/11409/11409716.png
2024-07-09 02:01:00,02:01:00,CNR9190962907,Success,CID108928,Bike,Bellandur,Shivajinagar,210,70,,,No,,986,Debit Card,19,4.5,4.3,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-07 15:28:00,15:28:00,CNR2975116880,Success,CID933049,Prime Sedan,Vijayanagar,Chamarajpet,154,130,,,No,,406,UPI,20,3.3,4.8,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
2024-07-01 01:20:00,01:20:00,CNR7515996176,Driver Not Found,CID573942,eBike,Hebbal,Richmond Town,,,,,,,219,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-11 17:43:00,17:43:00,CNR5830832787,Driver Not Found,CID574678,eBike,Cox Town,Devanahalli,,,,,,,1909,,0,,,https://cdn-icons-png.flaticon.com/128/6839/6839867.png
2024-07-26 21:11:00,21:11:00,CNR6433638309,Success,CID335219,Bike,Frazer Town,BTM Layout,259,80,,,No,,174,Cash,35,4.1,3.7,https://cdn-icons-png.flaticon.com/128/9983/9983173.png
2024-07-28 07:27:00,07:27:00,CNR5512741442,Driver Not Found,CID974350,Prime Sedan,Hebbal,Electronic City,,,,,,,290,,0,,,https://cdn-icons-png.flaticon.com/128/14183/14183770.png
